pgame_season	player fullname	ast	blk	pts	reb	stl	turnover
1980	Stan Pietkiewicz			3.5121951219512195			
1980	Steve Hawes			12.013513513513514			
1980	Steve Mix			9.818181818181818			
1980	Swen Nater			15.585365853658537			
1980	T.R. Dunn			4.524390243902439			
1980	Terry Duerod	0.0	0.0	4.322033898305085	0.0	0.25	0.0
1980	Terry Tyler			13.414634146341463			
1980	Tom Abernethy			1.6153846153846154			
1980	Tom Burleson			3.2903225806451615			
1980	Tom Henderson	4.166666666666667	0.0	5.666666666666667	2.1666666666666665	0.6666666666666666	1.8333333333333333
1980	Tom LaGarde			13.658536585365853			
1980	Tom McMillen			7.430379746835443			
1980	Tom Owens			10.556962025316455			
1980	Tony Fuller			4.0			
1980	Tony Jackson			1.0			
1980	Tony Price			1.0			
1980	Tree Rollins			6.95			
1980	Truck Robinson			18.06578947368421			
1980	Vinnie Johnson			13.0			
1980	Wally Rank			2.2916666666666665			
1980	Wally Walker			8.402439024390244			
1980	Walter Davis			17.811764705882354			
1980	Walter Jordan			2.3448275862068964			
1980	Wayne Cooper			6.915492957746479			
1980	Wayne Kreklow			1.1666666666666667			
1980	Wayne Robinson			8.0375			
1980	Wes Matthews			12.367088607594937			
1980	Wes Unseld			8.047619047619047			
1980	Winford Boynes			6.5227272727272725			
1980	World Free			24.076923076923077			
1981	Adrian Dantley	3.888888888888889	0.0	30.333333333333332		0.0	4.0
1981	Al Wood	0.5	0.0	9.042553191489361		0.0	5.0
1981	Alan Hardy	0.2	0.0	3.736842105263158		0.0	1.0
1981	Albert King	1.5	0.625	12.282051282051283		1.0	5.0
1981	Alex Bradley	0.4	0.0	3.5128205128205128			
1981	Alex English	5.666666666666667	1.0	25.176470588235293			
1981	Allan Bristow	6.0	0.0	6.987804878048781		0.0	2.0
1981	Allen Leavell	4.666666666666667	0.0	11.048780487804878		1.0	3.0
1981	Alton Lister	0.5789473684210527	1.5384615384615385	4.593023255813954		0.08333333333333333	1.2727272727272727
1981	Alvan Adams	3.7142857142857144	0.6666666666666666	15.279069767441861		1.0	2.0
1981	Alvin Scott	2.0	0.6666666666666666	5.886363636363637		0.0	3.0
1981	Andrew Toney	3.9285714285714284	0.16494845360824742	17.663265306122447	2.6666666666666665	1.2857142857142858	2.857142857142857
1981	Armond Hill	4.0	0.0	3.6666666666666665		2.0	6.0
1981	Artis Gilmore	1.76	3.0588235294117645	18.475609756097562	6.0	1.0	4.166666666666667
1981	Ben Poquette	0.8888888888888888	0.8571428571428571	6.585365853658536		0.0	0.0
1981	Bernard King	2.25	0.5	23.20253164556962			4.0
1981	Bill Cartwright	1.2727272727272727	1.0	14.492957746478874			
1981	Bill Hanzlik	1.9	0.2	5.887640449438202		1.5	3.0
1981	Bill Laimbeer	2.0	0.375	8.886075949367088		0.0	3.0
1981	Bill Robinzine	0.5	0.0	5.767857142857143		0.0	
1981	Bill Willoughby	1.0	0.0	7.72463768115942			
1981	Billy Knight	1.0	0.0	12.320987654320987		1.0	
1981	Billy McKinney	4.777777777777778	0.0	10.916666666666666			
1981	Billy Paultz	0.25	0.25	3.2686567164179103		0.0	0.0
1981	Billyray Bates	1.5714285714285714	0.0	11.093333333333334		1.0	
1981	Bob Dandridge	3.0	0.0	4.7272727272727275			
1981	Bob Gross	2.142857142857143	0.5	7.237288135593221		4.0	
1981	Bob Lanier	3.1714285714285713	1.1666666666666667	13.65		1.1818181818181819	2.6
1981	Bob McAdoo	0.8	2.0	11.381818181818181	5.0	1.0	2.0
1981	Bob Wilkerson	3.9375	0.8	11.03125		1.0	5.0
1981	Bobby Cattage	0.2	0.0	3.125			0.0
